Species,LATITUDE,LONGITUDE
Artibeus obscurus,-0.260555556,-75.88333333
Artibeus obscurus,-0.116666667,-75.6
Artibeus obscurus,0.05,-76.96666667
Artibeus obscurus,-0.033333333,-77.11666667
Artibeus obscurus,-0.009722222,-76.18166667
Artibeus obscurus,0.016666667,-76.18333333
Artibeus obscurus,0.057416667,-77.08086667
Artibeus obscurus,0.155833333,-77.16
Artibeus obscurus,0.183333333,-76.78333333
Artibeus obscurus,0.188888889,-76.82
Artibeus obscurus,0.3,-77.13333333
Artibeus obscurus,0.060394,-76.710022
Artibeus obscurus,-1.445833333,-78.22055556
Artibeus obscurus,-4.283333333,-78.63333333
Artibeus planirostris,-3.400277778,-78.57722222
Artibeus planirostris,-2.466666667,-78.16666667
Artibeus planirostris,-2.316666667,-78.11666667
Artibeus planirostris,-2.155102778,-78.14525
Artibeus planirostris,-2.116666667,-77.73333333
Artibeus planirostris,-2.065277778,-78.15638889
Artibeus planirostris,-1.874833333,-78.14141667
Artibeus planirostris,-1.065833333,-77.61666667
Artibeus planirostris,-1.063888889,-77.63
Artibeus planirostris,-1.0525,-77.58722222
Artibeus planirostris,-1.031722222,-77.66447222
Artibeus planirostris,-0.940222222,-77.753
Artibeus planirostris,-0.933,-77.90399722
Artibeus planirostris,-0.883333333,-77.58333333
Artibeus planirostris,-0.866666667,-77.83333333
Artibeus planirostris,-0.733333333,-77.55
Artibeus planirostris,-0.718333333,-77.61166667
Artibeus planirostris,-0.716666667,-77.53333333
Artibeus planirostris,-0.691694444,-77.72847222
Artibeus planirostris,-0.5,-77.31666667
Artibeus planirostris,-0.433333333,-77.33333333
Artibeus planirostris,-0.133333333,-77.18333333
Artibeus planirostris,-1.098611111,-75.64944444
Artibeus planirostris,-1.033333333,-76.18333333
Artibeus planirostris,-1.033333333,-76.15
Artibeus planirostris,-1.005555556,-77.06388889
Artibeus planirostris,-0.983333333,-75.48333333
Artibeus planirostris,-0.925555556,-76.69138889
Artibeus planirostris,-0.9125,-76.2175
Artibeus planirostris,-0.901111111,-76.2175
Artibeus planirostris,-0.869722222,-75.90694444
Artibeus planirostris,-0.865555556,-75.92444444
Artibeus planirostris,-0.833333333,-76.35
Artibeus planirostris,-0.831666667,-77.4775
Artibeus planirostris,-0.8,-76.4
Artibeus planirostris,-0.792222222,-75.90170556
Artibeus planirostris,-0.783333333,-77.28333333
Artibeus planirostris,-0.783333333,-76.43333333
Artibeus planirostris,-0.774444444,-76.20222222
Artibeus planirostris,-0.75,-77.46861111
Artibeus planirostris,-0.75,-76.76666667
Artibeus planirostris,-0.739166667,-76.72027778
Artibeus planirostris,-0.736666667,-76.15916667
Artibeus planirostris,-0.736111111,-75.91972222
Artibeus planirostris,-0.721111111,-77.42333333
Artibeus planirostris,-0.719713,-76.76000026
Artibeus planirostris,-0.716666667,-77.38333333
Artibeus planirostris,-0.7,-77.33333333
Artibeus planirostris,-0.7,-77.43333333
Artibeus planirostris,-0.694444444,-76.67083333
Artibeus planirostris,-0.691509,-75.918113
Artibeus planirostris,-0.683333333,-76.43333333
Artibeus planirostris,-0.65,-76.45
Artibeus planirostris,-0.648330556,-75.91361944
Artibeus planirostris,-0.647932,-76.46047803
Artibeus planirostris,-0.633333333,-76.45
Artibeus planirostris,-0.624444444,-76.47217222
Artibeus planirostris,-0.621948,-76.49386497
Artibeus planirostris,-0.616666667,-75.33333333
Artibeus planirostris,-0.615436111,-75.88103056
Artibeus planirostris,-0.606777,-76.46623425
Artibeus planirostris,-0.595263889,-76.051625
Artibeus planirostris,-0.56,-75.49
Artibeus planirostris,-0.532533333,-76.11706389
Artibeus planirostris,-0.501636111,-76.07833333
Artibeus planirostris,-0.483333333,-76.35
Artibeus planirostris,-0.476666667,-75.865
Artibeus planirostris,-0.45,-76.65
Artibeus planirostris,-0.433333333,-77.18333333
Artibeus planirostris,-0.426666667,-77.00833333
Artibeus planirostris,-0.312222222,-77.16805556
Artibeus planirostris,-0.183333333,-76.9
Artibeus planirostris,-2.066666667,-76.96666667
Artibeus planirostris,-1.8025,-76.78444444
Artibeus planirostris,-1.702,-79.16506111
Artibeus planirostris,-1.474444444,-77.65055556
Artibeus planirostris,-1.470833333,-77.43333333
Artibeus planirostris,-1.466666667,-78.11861111
Artibeus planirostris,-1.454166667,-77.43333333
Artibeus planirostris,-1.405713,-77.99548873
Artibeus planirostris,-1.383333333,-78.08333333
Artibeus planirostris,-1.307088,-76.07154229
Artibeus planirostris,-1.166666667,-77.16666667
Artibeus planirostris,-0.633333333,-75.26666667
Artibeus planirostris,-0.583333333,-75.48333333
Artibeus planirostris,-0.566666667,-75.26666667
Artibeus planirostris,-0.4,-76.63333333
Artibeus planirostris,-0.4,-75.63333333
Artibeus planirostris,-0.388359,-76.06978021
Artibeus planirostris,-0.333333333,-76.46666667
Artibeus planirostris,-0.260555556,-75.88333333
Artibeus planirostris,-0.183333333,-76.25
Artibeus planirostris,-0.116666667,-75.6
Artibeus planirostris,-0.053333333,-76.32222222
Artibeus planirostris,0.05,-76.96666667
Artibeus planirostris,-0.033333333,-77.11666667
Artibeus planirostris,-0.0315,-76.32111111
Artibeus planirostris,0.046,-77.33
Artibeus planirostris,0.086111111,-76.87416667
Artibeus planirostris,0.155833333,-77.16
Artibeus planirostris,0.175,-76.83333333
Artibeus planirostris,0.3,-77.13333333
Artibeus planirostris,0.060394,-76.710022
Artibeus planirostris,-4.283333333,-78.63333333
Artibeus planirostris,-3.635555556,-78.38944444
Balantiopteryx infusca,0.966666667,-78.8
Balantiopteryx infusca,1.216666667,-78.75
Balantiopteryx infusca,0.866666667,-78.46666667
Cabreramops aequatorianus,-2.25,-80.08333333
Cabreramops aequatorianus,-1.816666667,-79.51666667
Carollia brevicauda,-3.063188889,-79.70544722
Carollia brevicauda,-3.061447222,-79.693725
Carollia brevicauda,-3.051388889,-79.7175
Carollia brevicauda,-3.035208333,-79.68675
Carollia brevicauda,-2.6,-78.43333333
Carollia brevicauda,-2.585555556,-78.46555556
Carollia brevicauda,-2.583333333,-78.5
Carollia brevicauda,-2.566666667,-79.35
Carollia brevicauda,0.916666667,-78.11666667
Carollia brevicauda,1.001944444,-78.23638889
Carollia brevicauda,-0.8,-79.15
Carollia brevicauda,-0.416666667,-78.96666667
Carollia brevicauda,-0.33035,-78.94138889
Carollia brevicauda,-3.8795,-80.09286111
Carollia brevicauda,-3.766583333,-79.64747222
Carollia brevicauda,-3.7365,-79.59475
Carollia brevicauda,-3.702,-79.62177778
Carollia brevicauda,-3.690166667,-79.59622222
Carollia brevicauda,-3.680888889,-79.58194444
Carollia brevicauda,-3.674277778,-80.10555556
Carollia brevicauda,-3.656694444,-80.18227778
Carollia brevicauda,-3.646916667,-80.16133333
Carollia brevicauda,-3.470555556,-80.1175
Carollia brevicauda,0.517777778,-79.34138889
Carollia brevicauda,0.533333333,-78.63333333
Carollia brevicauda,0.681388889,-78.94611111
Carollia brevicauda,0.716666667,-79.68333333
Carollia brevicauda,0.729722222,-78.91888889
Carollia brevicauda,0.878333333,-78.79222222
Carollia brevicauda,0.9,-78.55
Carollia brevicauda,0.933333333,-79.43333333
Carollia brevicauda,1.072583333,-78.7115
Carollia brevicauda,1.093555556,-78.70597222
Carollia brevicauda,1.216666667,-78.75666667
Carollia brevicauda,1.232,-78.76602778
Carollia brevicauda,1.266666667,-78.81666667
Carollia brevicauda,1.358333333,-78.71666667
Carollia brevicauda,-2.433333333,-79.66666667
Carollia brevicauda,-2.427277778,-80.02158333
Carollia brevicauda,-2.418916667,-79.65083333
Carollia brevicauda,-2.180777778,-80.03175
Carollia brevicauda,-2.155055556,-80.0285
Carollia brevicauda,0.251319444,-78.76336111
Carollia brevicauda,0.266666667,-78.66666667
Carollia brevicauda,0.2925,-78.96055556
Carollia brevicauda,0.330833333,-78.93194444
Carollia brevicauda,0.756666667,-78.28833333
Carollia brevicauda,0.874452778,-78.47209444
Carollia brevicauda,-4.060888889,-80.27494444
Carollia brevicauda,-3.896805556,-80.07644444
Carollia brevicauda,-1.033333333,-79.45
Carollia brevicauda,-0.5864,-79.36666667
Carollia brevicauda,-1.616666667,-80.7
Carollia brevicauda,-1.614166667,-80.68472222
Carollia brevicauda,-1.6,-80.7
Carollia brevicauda,0.033333333,-79.96666667
Carollia brevicauda,-3.644123,-78.39550081
Carollia brevicauda,-3.596944444,-78.46277778
Carollia brevicauda,-3.518333333,-78.42722222
Carollia brevicauda,-3.483333333,-78.23333333
Carollia brevicauda,-3.329372222,-78.55544444
Carollia brevicauda,-3.201944444,-78.42833333
Carollia brevicauda,-3.083333333,-78.21666667
Carollia brevicauda,-3.062416667,-77.94585833
Carollia brevicauda,-2.6475,-78.13666667
Carollia brevicauda,-2.583333333,-78.25
Carollia brevicauda,-2.498333333,-78.11861111
Carollia brevicauda,-2.466666667,-78.16666667
Carollia brevicauda,-2.3175,-78.27555556
Carollia brevicauda,-2.288611111,-78.21638889
Carollia brevicauda,-2.252927778,-78.19895
Carollia brevicauda,-2.220277778,-78.29125
Carollia brevicauda,-2.21645,-78.12645833
Carollia brevicauda,-2.065277778,-78.15638889
Carollia brevicauda,-1.881888889,-78.11322222
Carollia brevicauda,-1.874833333,-78.14141667
Carollia brevicauda,-1.59,-78.15777778
Carollia brevicauda,-1.071944444,-77.62138889
Carollia brevicauda,-1.065466667,-77.60163056
Carollia brevicauda,-1.031722222,-77.66447222
Carollia brevicauda,-1.021583333,-77.65952778
Carollia brevicauda,-0.940222222,-77.753
Carollia brevicauda,-0.90631,-77.80469
Carollia brevicauda,-0.883333333,-77.58333333
Carollia brevicauda,-0.866666667,-77.83333333
Carollia brevicauda,-0.733333333,-77.55
Carollia brevicauda,-0.718333333,-77.61166667
Carollia brevicauda,-0.716666667,-77.53333333
Carollia brevicauda,-0.7,-77.33333333
Carollia brevicauda,-0.691694444,-77.72847222
Carollia brevicauda,-0.683333333,-77.55
Carollia brevicauda,-0.646666667,-77.82361111
Carollia brevicauda,-0.616388889,-77.83166667
Carollia brevicauda,-0.583333333,-77.86666667
Carollia brevicauda,-0.536111111,-77.89416667
Carollia brevicauda,-0.25,-77.68333333
Carollia brevicauda,-0.216666667,-77.2
Carollia brevicauda,-0.1622,-77.65160833
Carollia brevicauda,-0.133333333,-77.18333333
Carollia brevicauda,-0.098333333,-77.57444444
Carollia brevicauda,-1.262275,-76.16568889
Carollia brevicauda,-1.098611111,-75.64944444
Carollia brevicauda,-1.045,-76.19027778
Carollia brevicauda,-1.005555556,-77.06388889
Carollia brevicauda,-1.004997222,-75.88233056
Carollia brevicauda,-0.925555556,-76.69138889
Carollia brevicauda,-0.9125,-76.2175
Carollia brevicauda,-0.901111111,-76.2175
Carollia brevicauda,-0.900555556,-75.59944444
Carollia brevicauda,-0.9,-76.76666667
Carollia brevicauda,-0.869722222,-75.90694444
Carollia brevicauda,-0.865555556,-75.92444444
Carollia brevicauda,-0.833333333,-76.35
Carollia brevicauda,-0.833333333,-76.31666667
Carollia brevicauda,-0.831666667,-77.4775
Carollia brevicauda,-0.8275,-76.22916667
Carollia brevicauda,-0.823888889,-76.455
Carollia brevicauda,-0.8,-76.4
Carollia brevicauda,-0.792222222,-75.90170556
Carollia brevicauda,-0.780277778,-77.46277778
Carollia brevicauda,-0.774444444,-76.20222222
Carollia brevicauda,-0.768611111,-77.14
Carollia brevicauda,-0.766666667,-77.3
Carollia brevicauda,-0.75,-77.46861111
Carollia brevicauda,-0.75,-76.76666667
Carollia brevicauda,-0.739166667,-76.72027778
Carollia brevicauda,-0.725833333,-76.72583333
Carollia brevicauda,-0.721111111,-77.42333333
Carollia brevicauda,-0.716666667,-77.38333333
Carollia brevicauda,-0.708333333,-76.15400556
Carollia brevicauda,-0.699721,-77.43000021
Carollia brevicauda,-0.694444444,-76.67083333
Carollia brevicauda,-0.691509,-75.918113
Carollia brevicauda,-0.683333333,-76.43333333
Carollia brevicauda,-0.677194444,-76.40130556
Carollia brevicauda,-0.65,-76.45
Carollia brevicauda,-0.633333333,-77.41666667
Carollia brevicauda,-0.633333333,-76.45
Carollia brevicauda,-0.633333333,-76.5
Carollia brevicauda,-0.624444444,-76.47217222
Carollia brevicauda,-0.623611111,-77.35833333
Carollia brevicauda,-0.623012,-76.50573337
Carollia brevicauda,-0.606777,-76.46623425
Carollia brevicauda,-0.595263889,-76.051625
Carollia brevicauda,-0.56,-75.49
Carollia brevicauda,-0.5325,-76.11694444
Carollia brevicauda,-0.515833333,-76.04777778
Carollia brevicauda,-0.5,-77.31666667
Carollia brevicauda,-0.481666667,-76.96916667
Carollia brevicauda,-0.45,-76.65
Carollia brevicauda,-0.433333333,-77.18333333
Carollia brevicauda,-0.407138889,-76.11305556
Carollia brevicauda,-0.396666667,-76.12386111
Carollia brevicauda,-0.319444444,-76.95001111
Carollia brevicauda,-0.312222222,-77.16805556
Carollia brevicauda,-0.296388889,-76.85474167
Carollia brevicauda,-0.183333333,-76.9
Carollia brevicauda,-0.158861111,-76.97577778
Carollia brevicauda,-0.103529,-76.17853018
Carollia brevicauda,-1.8025,-76.78444444
Carollia brevicauda,-1.643,-76.07899722
Carollia brevicauda,-1.613,-75.96599722
Carollia brevicauda,-1.583333333,-77.75
Carollia brevicauda,-1.551388889,-78.02277778
Carollia brevicauda,-1.510833333,-78.06694444
Carollia brevicauda,-1.510805556,-78.05172222
Carollia brevicauda,-1.503611111,-78.02722222
Carollia brevicauda,-1.5,-78
Carollia brevicauda,-1.474444444,-77.65055556
Carollia brevicauda,-1.471666667,-77.45166667
Carollia brevicauda,-1.470833333,-77.43333333
Carollia brevicauda,-1.470494444,-77.99384722
Carollia brevicauda,-1.40823,-78.2103
Carollia brevicauda,-1.466666667,-78.11666667
Carollia brevicauda,-1.45,-78.11861111
Carollia brevicauda,-1.448333333,-78.10777778
Carollia brevicauda,-1.43,-78.12
Carollia brevicauda,-1.422983,-78.03377297
Carollia brevicauda,-1.405713,-77.99548873
Carollia brevicauda,-1.401092,-78.04177262
Carollia brevicauda,-1.390277778,-77.41527778
Carollia brevicauda,-1.388888889,-77.68333333
Carollia brevicauda,-1.299,-76.137
Carollia brevicauda,-1.166666667,-77.16666667
Carollia brevicauda,-1.131666667,-76.94083333
Carollia brevicauda,-0.024166667,-78.36611111
Carollia brevicauda,0.05,-79.11666667
Carollia brevicauda,0.064,-79.024
Carollia brevicauda,0.081388889,-78.92611111
Carollia brevicauda,0.11,-78.62
Carollia brevicauda,0.116666667,-79.25
Carollia brevicauda,0.125,-78.62666667
Carollia brevicauda,0.218577778,-78.84266944
Carollia brevicauda,-1.965,-80.57099722
Carollia brevicauda,-0.348611111,-78.92361111
Carollia brevicauda,-0.316305556,-78.94919444
Carollia brevicauda,-0.25,-79.18333333
Carollia brevicauda,-0.2,-79.18333333
Carollia brevicauda,-0.108055556,-78.99777778
Carollia brevicauda,0.004167,-79.38667
Carollia brevicauda,0.2,-77.48333333
Carollia brevicauda,-1.85,-76.31611111
Carollia brevicauda,-0.583333333,-75.48333333
Carollia brevicauda,-0.473277778,-76.46013889
Carollia brevicauda,-0.429828,-76.10000009
Carollia brevicauda,-0.4,-75.63333333
Carollia brevicauda,-0.333333333,-76.46666667
Carollia brevicauda,-0.260555556,-75.88333333
Carollia brevicauda,-0.183333333,-76.25
Carollia brevicauda,-0.116666667,-75.6
Carollia brevicauda,-0.083333333,-77.58333333
Carollia brevicauda,-0.053333333,-76.32222222
Carollia brevicauda,0.066667,-76.96666667
Carollia brevicauda,0.05,-76.96666667
Carollia brevicauda,-0.033333333,-77.11666667
Carollia brevicauda,0.022777778,-77.32132778
Carollia brevicauda,0.033333333,-77.4
Carollia brevicauda,0.057416667,-77.08086667
Carollia brevicauda,0.155833333,-77.16
Carollia brevicauda,0.188888889,-76.82
Carollia brevicauda,0.2,-77.33333333
Carollia brevicauda,0.3,-77.13333333
Carollia brevicauda,0.060394,-76.710022
Carollia brevicauda,-1.445833333,-78.22055556
Carollia brevicauda,-1.418927778,-78.17027778
Carollia brevicauda,-1.415444444,-78.20152778
Carollia brevicauda,-1.407055556,-78.29133333
Carollia brevicauda,-1.381388889,-78.27444444
Carollia brevicauda,-1.3535,-78.21233333
Carollia brevicauda,-4.5,-79.25
Carollia brevicauda,-4.41,-79.04
Carollia brevicauda,-4.283333333,-78.63333333
Carollia brevicauda,-4.166666667,-78.71666667
Carollia brevicauda,-4.083333333,-78.95
Carollia brevicauda,-3.9675,-79.07416667
Carollia brevicauda,-3.95,-79.05
Carollia brevicauda,-3.914352778,-78.49168056
Carollia brevicauda,-3.838333333,-78.52833333
Carollia brevicauda,-3.782,-78.495
Carollia brevicauda,-3.769758333,-78.50041111
Carollia brevicauda,-3.756727778,-78.50202778
Carollia brevicauda,-3.754623,-78.52427754
Carollia brevicauda,-3.751386111,-78.55583333
Carollia castanea,-3.061447222,-79.69361111
Carollia castanea,-3.035208333,-79.68675
Carollia castanea,-2.566666667,-79.35
Carollia castanea,0.826666667,-78.31666667
Carollia castanea,-2,-78.95
Carollia castanea,-0.793055556,-79.15
Carollia castanea,-3.68975,-79.59547222
Carollia castanea,0.283333333,-79.3
Carollia castanea,0.333333333,-79.46666667
Carollia castanea,0.517777778,-79.34138889
Carollia castanea,0.616666667,-79.85
Carollia castanea,0.681388889,-78.94611111
Carollia castanea,0.716666667,-79.68333333
Carollia castanea,0.716666667,-78.91888889
Carollia castanea,0.729722222,-78.91888889
Carollia castanea,0.75,-78.91888889
Carollia castanea,0.774722,-78.936667
Carollia castanea,0.864722222,-78.56666667
Carollia castanea,0.878333333,-78.79222222
Carollia castanea,0.9,-78.98333333
Carollia castanea,0.916666667,-78.98333333
Carollia castanea,0.933333333,-79.43333333
Carollia castanea,1.036666667,-78.77361111
Carollia castanea,1.058928,-78.62242587
Carollia castanea,1.093555556,-78.70597222
Carollia castanea,1.1,-78.98333333
Carollia castanea,1.201111111,-78.56166667
Carollia castanea,1.216666667,-78.75666667
Carollia castanea,1.232,-78.76602778
Carollia castanea,1.358333333,-78.71666667
Carollia castanea,1.433333333,-78.86666667
Carollia castanea,-3,-79.78333333
Carollia castanea,-1.833333333,-80.73333333
Carollia castanea,0.2925,-78.96055556
Carollia castanea,0.330833333,-78.93194444
Carollia castanea,0.749696,-78.40046934
Carollia castanea,0.756666667,-78.28833333
Carollia castanea,0.815277778,-78.38833333
Carollia castanea,-1.333333333,-79.58333333
Carollia castanea,-0.5864,-79.36666667
Carollia castanea,-3.518333333,-78.42722222
Carollia castanea,-2.583333333,-78.25
Carollia castanea,-2.466666667,-78.16666667
Carollia castanea,-2.449025,-78.16666554
Carollia castanea,-2.220277778,-78.29125
Carollia castanea,-2.21645,-78.12645833
Carollia castanea,-1.910428,-77.83316203
Carollia castanea,-1.874833333,-78.14141667
Carollia castanea,-1.083333333,-77.56666667
Carollia castanea,-1.075833333,-77.60916667
Carollia castanea,-1.066666667,-77.6
Carollia castanea,-0.883333333,-77.58333333
Carollia castanea,-0.866666667,-77.83333333
Carollia castanea,-0.718333333,-77.61166667
Carollia castanea,-0.133333333,-77.18333333
Carollia castanea,-0.983333333,-76.21666667
Carollia castanea,-0.916666667,-75.75
Carollia castanea,-0.900555556,-75.59944444
Carollia castanea,-0.9,-76.76666667
Carollia castanea,-0.895722222,-75.94791667
Carollia castanea,-0.869722222,-75.90694444
Carollia castanea,-0.865555556,-75.92444444
Carollia castanea,-0.833333333,-76.35
Carollia castanea,-0.831666667,-77.4775
Carollia castanea,-0.8,-76.4
Carollia castanea,-0.783333333,-76.43333333
Carollia castanea,-0.780277778,-77.46277778
Carollia castanea,-0.774444444,-76.20222222
Carollia castanea,-0.766666667,-77.3
Carollia castanea,-0.739166667,-76.72027778
Carollia castanea,-0.725833333,-76.72583333
Carollia castanea,-0.721111111,-77.42333333
Carollia castanea,-0.7,-77.33333333
Carollia castanea,-0.7,-77.43333333
Carollia castanea,-0.694444444,-76.67083333
Carollia castanea,-0.691509,-75.918113
Carollia castanea,-0.683333333,-76.43333333
Carollia castanea,-0.678194,-76.396556
Carollia castanea,-0.666666667,-76.46666667
